Text,id,Date,agendas_a:_don't_vote,agendas_a:_protest/campaign,agendas_a:_share_information,agendas_a:_vote,agendas_a:_vote_against_e,agendas_a:_vote_for_e,agendas_b:_good_outcome_is_possible,agendas_b:_e/g_is_immoral/harmful,agendas_b:_e/g_is_moral/beneficial,agendas_b:_election_process_fair,agendas_b:_election_process_flawed/manipulated_by_e/g,agendas_b:_self/g_is_at_risk,agendas_na,agendas_none,agendas_unannotatable,concerns_character_of_e,concerns_democracy,concerns_economy,concerns_environment,concerns_fake_news/misinfo,concerns_immigration/refugees,concerns_international_alliances,concerns_na,concerns_national_identity_&_pride,concerns_none,concerns_relationship_w/_russia,concerns_religion,concerns_terrorism/counterterrorism,concerns_unannotatable,emotions_admiration/love,emotions_amusement,emotions_anger/contempt/disgust,emotions_embarrassment/guilt/sadness,emotions_fear/pessimism,emotions_joy/happiness,emotions_na,emotions_negative-other,emotions_none,emotions_optimism/hope,emotions_positive-other,emotions_pride,emotions_unannotatable
"RT @damienabad Anaphore excellente de @FrancoisFillon sur ce qu'est un Président exemplaire. Un moment important du débat, un tournant ? #LeGrandDebat",8d9baed8dfce5297d3bceb4e9d0f39a2ca89ab97,NA,0,0,0,0,0,0,0,0,0.333333333,0,0,0,1,0.666666667,0,0.333333333,0,0,0,0,0,0,1,0,0.666666667,0,0,0,0,0,0,0,0,0,0,1,0,0.333333333,0,0.666666667,0,0
@LSEGNIS @EmmanuelMacron Mais elle se prend pour qui elle? Comment les médias peuvent ils encore inviter cette harpie ? Ils ne vont pas recommencer comme il y a 5 an,9f8f781b83332a7dd043509ac6dc5a11dda7876a,NA,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,0.666666667,0,0.333333333,0,0,0,0.333333333,0,0,1,0,0.333333333,0,0,0,0,0,0,0.666666667,0,0,0,1,0,0.333333333,0,0,0,0
RT @Lemasquevengeur Vous êtes une vrai girouette Mr @dupontaignan vous êtes comme les autres. Vous voulez le pouvoir à n'importe quel prix !!!! #MLPNDA https://t.co/uOYqMm237A,1cc9465e0f4a86c02281d521039791497a0ed0b5,NA,0,0,0,0,0,0.333333333,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.333333333,0,0,0,0,0,0,0.666666667,0,0,0,1,0.333333333,0,0,0,0,0
RT @MLP_officiel <U+0001F58B> « Les députés @FN_officiel : 1ère force d'opposition à la nouvelle loi Travail » | Mon communiqué : https://t.co/LP21mqOMPb #LoiTravail2,cbd554da1481d515719b1475b4673593e1605a7d,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.333333333,0,0,0,0,1,0,0.666666667,0,0,0,0,0,0,0,0,0,0,1,0,0.666666667,0,0.333333333,0,0
"RT @MLP_officiel ""La violence est dans le projet de M. #Macron. C'est un programme de destruction sociale."" #RTLMatin",72011d2a3e8ca26af12cef76424a2814d68e9598,NA,0,0,0,0,0.333333333,0,0,0.333333333,0,0,0,0.333333333,1,0.333333333,0,0.333333333,0,0,0,0,0,0,1,0.333333333,0.333333333,0,0,0,0,0,0,0.333333333,0,0,0,1,0,0.666666667,0,0,0,0
@Elyzium59 @douja_23 @Pierrot287 @MARCLANDES40 @FrancoisFillon confiture,5898d7a4bb7493bd64436b443ac59eee67f80f0c,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0.333333333,0,0,0,0,0,0,0,1,0,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0,1,0.333333333,0.333333333,0,0,0,1
@Stephane_Ravier @FN_officiel @MLP_officiel https://t.co/cgI40qLvWV,8545afd0e7231a2c8fbee532e7a477ff4e26ed81,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0.333333333,0,0,0,0,0,0,0,1,0,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0,1,0,0.666666667,0,0,0,1
RT @ericbrunet .@EmmanuelMacron vous m'avez déçu <U+0001F614> ! Qui va payer la facture de toutes vos promesses ? https://t.co/5kqrafIelI #video #brunetalamaison,caf188f8c06e50ff5fe658c689df9832237a6b2f,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.333333333,0,0.666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,1,0.666666667,0,0,0,0,0
"RT @benoithamon Le FN c'est : Français contre étrangers, salariés contre chômeurs, travailleurs pauvres contre titulaires du RSA & tous contre les musulmans https://t.co/g4kVstB11m",f64a315570dd199daab7159049257b49a503cbb9,NA,0,0,0,0,0,0,0,0.333333333,0,0,0,0,1,0.666666667,0,0.333333333,0,0.333333333,0,0,0.333333333,0,0.666666667,0.333333333,0,0,0.666666667,0,0,0,0,0,0,0.666666667,0,1,0.333333333,0.333333333,0,0,0,0
RT @enmarchefr COMMUNIQUÉ Salir @EmmanuelMacron : le dernier recours d'un candidat en bout de course https://t.co/wcRbrQAxI9,eebb80252f62e6a3bde45a71fdb0106b7202f2a1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.333333333,0.666666667,0,0,0,0
@BesseGaspard @celyya3 @jbkammerer @2Lamare @fb75015 @FrancoisFillon @SensCommun_ @LaManifPourTous Comme nous en Afrique et au Maghreb ?,624472fa3a539f760d7194654b478716506f6121,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Comment va #EmmanuelHollande ce matin? un nouveau ministre de sorti sous le chapeau aujourd'hui? #EnMarche @EmmanuelMacron @fhollande,b083824c01fd819612e382e9dd4cb8e6508af8c7,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.333333333,0,0,0,0,1,0.333333333,0.333333333,0,0,0,0
"@enmarchefr @DanyCalou @StanGuerini Le monde d'avant, c'est vous justement https://t.co/8OS97S9BoX",5cdda967d85af582fdd2c40ca324df3d77a4224d,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.333333333,0,1,0,0.666666667,0,0,0,0
"RT @Anne_Hidalgo Dimanche, je vote @benoithamon ! Venez voter, participer ! C'est ça, notre pouvoir de citoyen! #Hamon2017 https://t.co/4sh8JlDang",38639718544c54b6c2ce6b46f776458d46d8f62d,NA,0,0,0,1,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0.666666667,0,0,0,0,0,1,0,0.333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0.333333333,0.666666667,0,0
"RT @Soeur_Marijuana Une femme qui se ferait offrir autant de cadeau que @FrancoisFillon, serait immédiatement soupçonnée de prostitution https://t.co/JdsFXZ4NcE",10ddf675e3c81080e6322bb5bbdf17727f6e736b,NA,0,0,0,0,0,0,0,0.666666667,0,0,0,0,1,0.333333333,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0,1,0.333333333,0.333333333,0,0,0,0
<U+0001F604><U+0001F604><U+0001F604> la PLEUREUSE de @EmmanuelMacron qui a piqué une COLÈRE <U+23E9> LORS de son MEETING à ARRAS <U+0001F604><U+0001F604><U+0001F604> https://t.co/j9uc7jjqjb,1a34add2ed3a4709240f25d71987491c32cc639b,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.333333333,0,0,0,0,0,0,1,0,0.666666667,0,0,0,0,0,0.666666667,0,0,0,0,1,0.333333333,0.333333333,0,0,0,0
"RT @MinObiKnh #ParisEtLaBanlieueContreLeFN Le #FN est souvent accusé à tord de racisme. Vous savez, le racisme anti-blanc existe aussi. @MLP_officiel https://t.co/Ug2H01FEGF",2a975ac0ef01f910387546f9d48c907af5e8c5f5,NA,0,0,0,0,0,0,0,0,0.333333333,0,0,0,1,0.666666667,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"RT @MLP_officiel ""Je me réjouis que V. Poutine soit accueilli en France. Il faut normaliser nos relations avec la Russie, qui est un grand pays."" #RTLMatin",ccf4122b97208df9d4255c10302af026a42d88f0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.333333333,1,0,0.666666667,0,0,0,0
@FrancoisFillon #Fillon2017 OUI c'est ce que vous n'avez pas fait pendant 5 ans !<U+0001F60F>...les belles paroles de campagne !,ba45eb173c396c47024161382a9748f6fa18253f,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.333333333,0,0,0,0,0,0,1,0,0.666666667,0,0,0,0,0,1,0,0,0,0,1,0.333333333,0,0,0,0,0
"Rassemblement @benoithamon @JLMelenchon : ""Cela va s'imposer"" pour @Vincent_Peillon #QuestionsPol https://t.co/Y47Hh73Etn #hamon2017",912dfe5ca2a4f7b53242b7205e720f29457047aa,NA,0,0,0,0,0,0.333333333,0.333333333,0,0,0,0.333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.666666667,0.333333333,0,0,0
"RT @Geekin20 Magnifique blabla bourré de mensonges de @MLP_officiel, @EmmanuelMacron va la ridiculiser ! #elysee2017",9675c0d4719da748441837bd3cdd004cda4dc84f,NA,0,0,0,0,0,0,0,0.333333333,0,0,0.333333333,0,1,0.666666667,0,1,0,0,0,0.333333333,0,0,1,0,0,0,0,0,0,0,0,0.333333333,0,0,0,1,0.333333333,0,0,0.333333333,0,0
"RT @fbleupicardie Affaire #Fillon. @Herve_Morin : ""les juges de paix seront les juges et les électeurs. Mais pas question de basculer chez @EmmanuelMacron"".",44594f0338a8092ae0e79d5b2fe9fea6d8820424,NA,0,0,0,0,0.333333333,0,0,0,0,0,0,0,1,0.666666667,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.333333333,0.666666667,0,0,0,0
@TheRealGowthers @TheCosaque17 @JLMelenchon J'ai pas envie de convaincre .. chacun fait ce qu'il voudra. Que les français assument le vote final...,13b759c341838f508722e512e7d3babdf382b54b,NA,0,0,0,0.333333333,0,0,0,0,0,0.333333333,0,0,1,0.333333333,0,0,0.333333333,0,0,0,0,0,1,0,0.666666667,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
RT @EmmanuelMacron Voilà. https://t.co/KSd8XHgGtY,1a0f663a1d7624e43640836e7b893843cc517ff0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0.333333333,0,0,0,0,0,0,0,1,0,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0,1,0,0.666666667,0,0,0,1
RT @emclamart Parce qu’il ne divise pas et qu’il nous rassemble tous. Je vote @EmmanuelMacron #JeVoteMacron #MacronPresident @enmarchefr https://t.co/dBvqnCpGtK,777cac21f4eca79142e836a449ebd323a30285bc,NA,0,0,0,0,0,1,0.333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.333333333,0.666666667,0,0,0,0,0,0,0,0,0,0,1,0,0.666666667,0.333333333,0,0,0
"RT @Fillon2017_fr ""François Hollande n'a rien fait. Et rien, c'est beaucoup dire. Quant à Macron, il ne dit rien."" @francoisbaroin #FillonParis https://t.co/66qCh8FtYq",d7ce55e185e7144586a6c889831bd5dcfca0a4f5,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.333333333,0,1,0.666666667,0,0,0,0,0
"RT @RichardFerrand L'extrême droite sans états d'âme contre les progressistes.L'heure est à la mobilisation,au rassemblement,pas à l'hésitation ! @enmarchefr",80e14ab5b866fbef2ec40e1e72a86da8bffabaab,NA,0,0,0,0,0,0.333333333,0,0.333333333,0,0,0,0,1,0.666666667,0,0.333333333,0,0,0,0,0,0,1,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0.333333333,0,1,0,0,0.333333333,0.333333333,0,0
"RT @JLMelenchon Allez les petits albatros, c'est le moment de voler ! #JLMLeHavre https://t.co/pwmLeyKFvF https://t.co/IvoLa0Cdfz",11d3548f50a447466d74fcb8481ca705ae2938a0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.333333333,0.333333333,0.333333333,0,0
RT @maxpinto @Smarti11e @NawelOumer @PSParis11e @benoithamon A tout de suite ! https://t.co/6Qp65jCRWV,817fe50907bd18b2d1d6146280e1e535f0b9523d,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
@JumpmanFR @Daarjeeling @JLMelenchon Pas de leçon a donne celui qui soutient la répression au Venezuela Laissons ong et citoyens faire le job pas besoin de ventriloque léniniste,68d27f83f3266ed6d642ec00e00954ceb920bce4,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.666666667,0,0,0,0,0,0,1,0,0.333333333,0,0,0,0,0,0,0.333333333,0,0,0,1,0.333333333,0.333333333,0,0,0,0
"RT @Fillon2017_fr ""J'ai lancé un mouvement politique qui renouvelle la vie politique."" @EmmanuelMacron ... Vraiment ? #ImpostureMacron #LeGrandDébat https://t.co/sNytzCdSDK",7e08e7ad9cc93bf2f5b9d6a1ce18b1fd4c9abed9,NA,0,0,0,0,0.333333333,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.333333333,0,0,0,1,0.333333333,0.333333333,0,0,0,0
"RT @MLP_officiel En direct de Perpignan, dédicace à closer !!! <U+0001F603> http://t.co/F8y9pOhthU",47f0bf46a8729efce699a0eb6c553814d162c84d,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.666666667,1,0,0.333333333,0,0,0,0
"RT @valerieboyer13 ""Les mouvements qui se réclament du salafisme seront interdits"" @FrancoisFillon #15minutesPourConvaincre",09008452f76db49dc6d6ad242e8523ac3ee3bfdc,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.666666667,0,0.333333333,0,0
"RT @JLMelenchon 1h avant le début du meeting, la prairie des filtres est déjà bien pleine d'insoumis.es. Vue panoramique depuis la scène. #JLMToulouse https://t.co/nmusOVOQYv",ee720afd1769b297039b47fa1cbc775c46633cf1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.333333333,1,0,0.666666667,0,0,0,0
"@Romanuche83 @BernardAccoyer @lesRepublicains Les Cahuzac, Guerini, Leroux, etc. etc. Aussi !",d4c69ed6580dd3ef0ead4a483e30f3e5e20faae9,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"""Je me fais insulter depuis + de 2 mois et #Macron à la 1ère critique perd ses nerfs"" #BourdinDirect @FrancoisFillon",c6d5b2e639808330a85282a3c8849a59c58b849b,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.333333333,0,0,0,1,0.333333333,0.333333333,0,0,0,0
"RT @DLF_Officiel .@dupontaignan ""Français, @TF1 ne vit que grâce aux audiences."" Ce soir, zappez cette chaîne antidémocratique ! #TF1boycott #BourdinDirect https://t.co/YVZJAB8hKa",d0f66677146c4f9e76eb2d4abc9da6e6aaae59be,NA,0,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0,1,0.333333333,0,0,0.666666667,0,0,0.333333333,0,0,1,0,0,0,0,0,0,0,0,0.333333333,0,0,0,1,0.333333333,0.333333333,0,0,0,0
"RT @josue_kodjo @MaceScaron Vous n'êtes plus crédible cher @MaceScaron Au fait, d'où vous vient cette haine tenace vis à vis de @EmmanuelMacron ?",0400bc9e4d4154e7f845a0174deecc70287f29b0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.333333333,0,0,0,0,0,0,1,0,0.666666667,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0.333333333,0,0,0,0
"RT @Jaddo_fr Salut @EmmanuelMacron. Bon, maintenant, que fait on en vrai pour venir en aide aux homosexuels dont le génocide s'organise en Tchétchénie ?",6ea4bbbd4be10cd3860754682ee47c8cc0a46b5b,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.333333333,0,0,0,0,0,0,1,0,0.666666667,0,0,0,0,0,0,0,0.333333333,0,0,1,0,0.333333333,0.333333333,0,0,0
"RT @libreactu_fr @carolinedehaas @EmmanuelMacron La seule question qu'il s'est posée : ""comment gagner les législatives"", pour tout le reste, lol !",ac517f0dbefaea8b9b465e43518b12bb69fd6163,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0,0,1,0.333333333,0,0,0,0,0
"@ParanteauD @MariaBadin18 @chabalabala_la @celia2539 @BedeliaFR @FrancoisFillon Si ces preuves existent et non publiées, alors c'est que Fillon fait exprès de couler sa campagne et ne veut pas être Président.",a9ea0eb8fae48b9545fe803e142a81981a865efc,NA,0,0,0,0,0,0,0,0.333333333,0,0,0,0,1,0.666666667,0,0.666666667,0,0,0,0,0,0,1,0,0.333333333,0,0,0,0,0,0,0,0,0,0,1,0.333333333,0.666666667,0,0,0,0
RT @Anne_Hidalgo J'adresse toutes mes félicitations à @EmmanuelMacron pour son élection et je lui souhaite toute la réussite possible pour notre pays.,11d68cf88a0cf3a1a0efa9bb302b177175628785,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.333333333,0.666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0.666666667,0.333333333,0,0
RT @thiam_brahim @dupontaignan @France2tv https://t.co/iQNjN5iYbM,f9acefee9b5a6b40091321b5bf81d8a50e7225a4,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0.333333333,0,0,0,0,0,0,0,1,0,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0,1,0,0.666666667,0,0,0,1
"RT @enmarchefr ""Dimanche dernier, les Français ont choisi de tourner le dos au monde politique tel qu’il était construit."" @StanGuerini #Ensemble",70abdec1adc7c222336e5355e10ea56ace34d6e8,NA,0,0,0,0,0,0,0.333333333,0,0,0,0,0,1,0.666666667,0,0,0.333333333,0,0,0,0,0,1,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,1,0,0.666666667,0,0,1,0
RT @TeamMacron2017 .@EmmanuelMacron je défends un projet patriote là où Marine Le Pen défend un projet nationaliste #E1matin,a8af03302e9d6b861dca5124ccd985f66fa1ccb0,NA,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333,0.333333333,0,0,2,0
"RT @gaetanbucher Bravo @EmmanuelMacron for calling part of France's colonial past a #crimeagainsthumanity, especially #Algeria https://t.co/ejsGzbZ78s",02d9cb442bda48c0bca97254b09f19939fa64a59,NA,0,0,0,0,0,0,0,0,0.333333333,0,0,0,1,0.666666667,0,0.333333333,0,0,0,0,0,0,1,0.333333333,0.333333333,0,0,0,0,0,0,0.333333333,0,0,0,1,0,0,0,0.666666667,0,0
@psparis8 @GenerationHamon @gohamon2017 @EELV_Paris @G_Eustache @AvecPauline2017 @egregoire @benoithamon @boris_tweets @Aleks_Paris Réfléchissez-y encore! Ne ratons pas cette opportunité historique... Mélenchon est maintenant un choix rationnel : https://t.co/rz65WgDHzJ,f2671247255ab965cc83252760ea75b6d24c787d,NA,0,0,0,0,0,0.666666667,0,0,0,0,0,0,1,0.333333333,0,0.333333333,0,0,0,0,0,0,1,0,0.666666667,0,0,0,0,0,0,0,0,0,0,1,0,0.333333333,0.333333333,0.333333333,0,0
"RT @Sach_He Félicitations à @Catbarbaroux engagée de la 1ere heure auprès d'@EmmanuelMacron qui prend la Présidence du mvt ""La République En Marche"" !",80906e1103a0b3aa20963fa122dc98aeb80804a7,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.333333333,0,0,0,0,0,0,1,0,0.666666667,0,0,0,0,0,0,0,0,0,0.666666667,1,0,0,0,0.333333333,0,0
