Text,id,Date,agendas_a:_don't_vote,agendas_a:_protest/campaign,agendas_a:_share_information,agendas_a:_vote,agendas_a:_vote_against_e,agendas_a:_vote_for_e,agendas_b:_good_outcome_is_possible,agendas_b:_e/g_is_immoral/harmful,agendas_b:_e/g_is_moral/beneficial,agendas_b:_election_process_fair,agendas_b:_election_process_flawed/manipulated_by_e/g,agendas_b:_self/g_is_at_risk,agendas_na,agendas_none,agendas_unannotatable,concerns_character_of_e,concerns_democracy,concerns_economy,concerns_environment,concerns_fake_news/misinfo,concerns_immigration/refugees,concerns_international_alliances,concerns_na,concerns_national_identity_&_pride,concerns_none,concerns_relationship_w/_russia,concerns_religion,concerns_terrorism/counterterrorism,concerns_unannotatable,emotions_admiration/love,emotions_amusement,emotions_anger/contempt/disgust,emotions_embarrassment/guilt/sadness,emotions_fear/pessimism,emotions_joy/happiness,emotions_na,emotions_negative-other,emotions_none,emotions_optimism/hope,emotions_positive-other,emotions_pride,emotions_unannotatable
@Username @Username @Username ,8545afd0e7231a2c8fbee532e7a477ff4e26ed81,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.666666667,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.666666667,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.666666667,0.0,0.0,0.0,1
RT @Username .@Username vous m'avez déçu <U+0001F614> ! Qui va payer la facture de toutes vos promesses ?  #video #brunetalamaison,caf188f8c06e50ff5fe658c689df9832237a6b2f,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.333333333,0.0,0.666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.333333333,0.0,1.0,0.666666667,0.0,0.0,0.0,0.0,0
"RT @Username Le FN c'est : Français contre étrangers, salariés contre chômeurs, travailleurs pauvres contre titulaires du RSA & tous contre les musulmans ",f64a315570dd199daab7159049257b49a503cbb9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,1.0,0.666666667,0.0,0.333333333,0.0,0.333333333,0.0,0.0,0.333333333,0.0,0.666666667,0.333333333,0.0,0.0,0.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.666666667,0.0,1.0,0.333333333,0.333333333,0.0,0.0,0.0,0
RT @Username COMMUNIQUÉ Salir @Username : le dernier recours d'un candidat en bout de course ,eebb80252f62e6a3bde45a71fdb0106b7202f2a1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333333333,0.666666667,0.0,0.0,0.0,0
@Username @Username @Username @Username @Username @Username @Username @Username Comme nous en Afrique et au Maghreb ?,624472fa3a539f760d7194654b478716506f6121,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
Comment va #EmmanuelHollande ce matin? un nouveau ministre de sorti sous le chapeau aujourd'hui? #EnMarche @Username @Username,b083824c01fd819612e382e9dd4cb8e6508af8c7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,1.0,0.333333333,0.333333333,0.0,0.0,0.0,0
"@Username @Username @Username Le monde d'avant, c'est vous justement ",5cdda967d85af582fdd2c40ca324df3d77a4224d,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,1.0,0.0,0.666666667,0.0,0.0,0.0,0
"RT @Username Dimanche, je vote @Username ! Venez voter, participer ! C'est ça, notre pouvoir de citoyen! #Hamon2017 ",38639718544c54b6c2ce6b46f776458d46d8f62d,,0.0,0.0,0.0,1.0,0.0,0.666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.333333333,0.666666667,0.0,0
RT @Username Une femme qui se ferait offrir autant de cadeau que @Username serait immédiatement soupçonnée de prostitution ,10ddf675e3c81080e6322bb5bbdf17727f6e736b,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,0.0,1.0,0.333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.333333333,0.0,0.0,0.0,1.0,0.333333333,0.333333333,0.0,0.0,0.0,0
<U+0001F604><U+0001F604><U+0001F604> la PLEUREUSE de @Username qui a piqué une COLÈRE <U+23E9> LORS de son MEETING à ARRAS <U+0001F604><U+0001F604><U+0001F604> ,1a34add2ed3a4709240f25d71987491c32cc639b,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.666666667,0.0,0.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,0.0,1.0,0.333333333,0.333333333,0.0,0.0,0.0,0
"RT @Username #ParisEtLaBanlieueContreLeFN Le #FN est souvent accusé à tord de racisme. Vous savez, le racisme anti-blanc existe aussi. @Username ",2a975ac0ef01f910387546f9d48c907af5e8c5f5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,1.0,0.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
"RT @Username ""Je me réjouis que V. Poutine soit accueilli en France. Il faut normaliser nos relations avec la Russie, qui est un grand pays."" #RTLMatin",ccf4122b97208df9d4255c10302af026a42d88f0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,1.0,0.0,0.666666667,0.0,0.0,0.0,0
@Username #Fillon2017 OUI c'est ce que vous n'avez pas fait pendant 5 ans !<U+0001F60F>...les belles paroles de campagne !,ba45eb173c396c47024161382a9748f6fa18253f,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333333333,0.0,0.0,0.0,0.0,0
"Rassemblement @Username @Username : ""Cela va s'imposer"" pour @Username #QuestionsPol  #hamon2017",912dfe5ca2a4f7b53242b7205e720f29457047aa,,0.0,0.0,0.0,0.0,0.0,0.333333333,0.333333333,0.0,0.0,0.0,0.333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.666666667,0.333333333,0.0,0.0,0
RT @Username Magnifique blabla bourré de mensonges de @Username @Username va la ridiculiser ! #elysee2017,9675c0d4719da748441837bd3cdd004cda4dc84f,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.333333333,0.0,1.0,0.666666667,0.0,1.0,0.0,0.0,0.0,0.333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,1.0,0.333333333,0.0,0.0,0.333333333,0.0,0
"RT @Username Affaire #Fillon. @Username : ""les juges de paix seront les juges et les électeurs. Mais pas question de basculer chez @Username",44594f0338a8092ae0e79d5b2fe9fea6d8820424,,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333333333,0.666666667,0.0,0.0,0.0,0
@Username @Username @Username J'ai pas envie de convaincre .. chacun fait ce qu'il voudra. Que les français assument le vote final...,13b759c341838f508722e512e7d3babdf382b54b,,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,1.0,0.333333333,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
RT @Username Voilà. ,1a0f663a1d7624e43640836e7b893843cc517ff0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.666666667,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.666666667,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.666666667,0.0,0.0,0.0,1
RT @Username Parce quil ne divise pas et quil nous rassemble tous. Je vote @Username #JeVoteMacron #MacronPresident @Username ,777cac21f4eca79142e836a449ebd323a30285bc,,0.0,0.0,0.0,0.0,0.0,1.0,0.333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333333333,0.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.666666667,0.333333333,0.0,0.0,0
"RT @Username ""François Hollande n'a rien fait. Et rien, c'est beaucoup dire. Quant à Macron, il ne dit rien."" @Username #FillonParis ",d7ce55e185e7144586a6c889831bd5dcfca0a4f5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,1.0,0.666666667,0.0,0.0,0.0,0.0,0
"RT @Username L'extrême droite sans états d'âme contre les progressistes.L'heure est à la mobilisation,au rassemblement,pas à l'hésitation ! @Username",80e14ab5b866fbef2ec40e1e72a86da8bffabaab,,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.333333333,0.0,0.0,0.0,0.0,1.0,0.666666667,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333333333,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,1.0,0.0,0.0,0.333333333,0.333333333,0.0,0
"RT @Username Allez les petits albatros, c'est le moment de voler ! #JLMLeHavre  ",11d3548f50a447466d74fcb8481ca705ae2938a0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.333333333,0.333333333,0.333333333,0.0,0
RT @Username @Username @Username @Username @Username A tout de suite ! ,817fe50907bd18b2d1d6146280e1e535f0b9523d,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
@Username @Username @Username Pas de leçon a donne celui qui soutient la répression au Venezuela Laissons ong et citoyens faire le job pas besoin de ventriloque léniniste,68d27f83f3266ed6d642ec00e00954ceb920bce4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,1.0,0.333333333,0.333333333,0.0,0.0,0.0,0
"RT @Username ""J'ai lancé un mouvement politique qui renouvelle la vie politique."" @Username ... Vraiment ? #ImpostureMacron #LeGrandDébat ",7e08e7ad9cc93bf2f5b9d6a1ce18b1fd4c9abed9,,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,1.0,0.333333333,0.333333333,0.0,0.0,0.0,0
"RT @Username En direct de Perpignan, dédicace à closer !!! <U+0001F603> ",47f0bf46a8729efce699a0eb6c553814d162c84d,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666667,1.0,0.0,0.333333333,0.0,0.0,0.0,0
"RT @Username ""Les mouvements qui se réclament du salafisme seront interdits"" @Username #15minutesPourConvaincre",09008452f76db49dc6d6ad242e8523ac3ee3bfdc,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.666666667,0.0,0.333333333,0.0,0
"RT @Username 1h avant le début du meeting, la prairie des filtres est déjà bien pleine d'insoumis.es. Vue panoramique depuis la scène. #JLMToulouse ",ee720afd1769b297039b47fa1cbc775c46633cf1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,1.0,0.0,0.666666667,0.0,0.0,0.0,0
"@Username @Username @Username Les Cahuzac, Guerini, Leroux, etc. etc. Aussi !",d4c69ed6580dd3ef0ead4a483e30f3e5e20faae9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
"""Je me fais insulter depuis + de 2 mois et #Macron à la 1ère critique perd ses nerfs"" #BourdinDirect @Username",c6d5b2e639808330a85282a3c8849a59c58b849b,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,1.0,0.333333333,0.333333333,0.0,0.0,0.0,0
